date,average_temperature,city,country,latitude,longitude
1930-05-01,13.984,Rome,Italy,42.5,13
1930-06-01,20.607,Rome,Italy,42.5,13
1930-07-01,22.076,Rome,Italy,42.5,13
1930-08-01,21.175,Rome,Italy,42.5,13
1930-09-01,18.9,Rome,Italy,42.5,13
1930-10-01,12.597,Rome,Italy,42.5,13
1930-11-01,9.793,Rome,Italy,42.5,13
1930-12-01,4.593,Rome,Italy,42.5,13
1931-01-01,3.906,Rome,Italy,42.5,13
1931-02-01,3.866,Rome,Italy,42.5,13
1931-03-01,6.686,Rome,Italy,42.5,13
1931-04-01,9.128,Rome,Italy,42.5,13
1931-05-01,15.534,Rome,Italy,42.5,13
1931-06-01,21.504,Rome,Italy,42.5,13
1931-07-01,23.095,Rome,Italy,42.5,13
1931-08-01,22.039,Rome,Italy,42.5,13
1931-09-01,15.092,Rome,Italy,42.5,13
1931-10-01,12.207,Rome,Italy,42.5,13
1931-11-01,8.639,Rome,Italy,42.5,13
1931-12-01,2.392,Rome,Italy,42.5,13
1932-01-01,3.446,Rome,Italy,42.5,13
1932-02-01,0.373,Rome,Italy,42.5,13
1932-03-01,4.501,Rome,Italy,42.5,13
1932-04-01,9.231,Rome,Italy,42.5,13
1932-05-01,14.579,Rome,Italy,42.5,13
1932-06-01,17.251,Rome,Italy,42.5,13
1932-07-01,20.964,Rome,Italy,42.5,13
1932-08-01,22.574,Rome,Italy,42.5,13
1932-09-01,20.713,Rome,Italy,42.5,13
1932-10-01,14.3,Rome,Italy,42.5,13
1932-11-01,8.719,Rome,Italy,42.5,13
1932-12-01,5.765,Rome,Italy,42.5,13
1933-01-01,2.77,Rome,Italy,42.5,13
1933-02-01,3.738,Rome,Italy,42.5,13
1933-03-01,6.847,Rome,Italy,42.5,13
1933-04-01,10.43,Rome,Italy,42.5,13
1933-05-01,13.646,Rome,Italy,42.5,13
1933-06-01,16.632,Rome,Italy,42.5,13
1933-07-01,21.415,Rome,Italy,42.5,13
1933-08-01,21.556,Rome,Italy,42.5,13
1933-09-01,18.016,Rome,Italy,42.5,13
1933-10-01,14.023,Rome,Italy,42.5,13
1933-11-01,8.036,Rome,Italy,42.5,13
1933-12-01,2.2,Rome,Italy,42.5,13
1934-01-01,2.767,Rome,Italy,42.5,13
1934-02-01,4.085,Rome,Italy,42.5,13
1934-03-01,8.206,Rome,Italy,42.5,13
1934-04-01,11.566,Rome,Italy,42.5,13
1934-05-01,16.381,Rome,Italy,42.5,13
1934-06-01,18.917,Rome,Italy,42.5,13
1934-07-01,22.265,Rome,Italy,42.5,13
1934-08-01,21.01,Rome,Italy,42.5,13
1934-09-01,18.22,Rome,Italy,42.5,13
1934-10-01,12.65,Rome,Italy,42.5,13
1934-11-01,8.535,Rome,Italy,42.5,13
1934-12-01,6.171,Rome,Italy,42.5,13
1935-01-01,0.44,Rome,Italy,42.5,13
1935-02-01,4.349,Rome,Italy,42.5,13
1935-03-01,6.102,Rome,Italy,42.5,13
1935-04-01,10.175,Rome,Italy,42.5,13
1935-05-01,13.29,Rome,Italy,42.5,13
1935-06-01,20.219,Rome,Italy,42.5,13
1935-07-01,22.771,Rome,Italy,42.5,13
1935-08-01,21.119,Rome,Italy,42.5,13
1935-09-01,18.251,Rome,Italy,42.5,13
1935-10-01,14.394,Rome,Italy,42.5,13
1935-11-01,9.193,Rome,Italy,42.5,13
1935-12-01,4.802,Rome,Italy,42.5,13
1936-01-01,6.733,Rome,Italy,42.5,13
1936-02-01,5.377,Rome,Italy,42.5,13
1936-03-01,8.588,Rome,Italy,42.5,13
1936-04-01,10.836,Rome,Italy,42.5,13
1936-05-01,14.784,Rome,Italy,42.5,13
1936-06-01,18.414,Rome,Italy,42.5,13
1936-07-01,22.298,Rome,Italy,42.5,13
1936-08-01,21.026,Rome,Italy,42.5,13
1936-09-01,17.772,Rome,Italy,42.5,13
1936-10-01,9.431,Rome,Italy,42.5,13
1936-11-01,7.454,Rome,Italy,42.5,13
1936-12-01,4.375,Rome,Italy,42.5,13
1937-01-01,3.601,Rome,Italy,42.5,13
1937-02-01,6.742,Rome,Italy,42.5,13
1937-03-01,8.204,Rome,Italy,42.5,13
1937-04-01,9.989,Rome,Italy,42.5,13
1937-05-01,15.453,Rome,Italy,42.5,13
1937-06-01,20.549,Rome,Italy,42.5,13
1937-07-01,21.712,Rome,Italy,42.5,13
1937-08-01,20.778,Rome,Italy,42.5,13
1937-09-01,17.539,Rome,Italy,42.5,13
1937-10-01,13.189,Rome,Italy,42.5,13
1937-11-01,8.045,Rome,Italy,42.5,13
1937-12-01,3.629,Rome,Italy,42.5,13
1938-01-01,2.215,Rome,Italy,42.5,13
1938-02-01,3.344,Rome,Italy,42.5,13
1938-03-01,8.033,Rome,Italy,42.5,13
1938-04-01,7.959,Rome,Italy,42.5,13
1938-05-01,13.099,Rome,Italy,42.5,13
1938-06-01,20.566,Rome,Italy,42.5,13
1938-07-01,22.436,Rome,Italy,42.5,13
1938-08-01,21.259,Rome,Italy,42.5,13
1938-09-01,17.298,Rome,Italy,42.5,13
1938-10-01,13.54,Rome,Italy,42.5,13
1938-11-01,9.179,Rome,Italy,42.5,13
1938-12-01,3.706,Rome,Italy,42.5,13
1939-01-01,4.804,Rome,Italy,42.5,13
1939-02-01,5.553,Rome,Italy,42.5,13
1939-03-01,4.61,Rome,Italy,42.5,13
1939-04-01,11.395,Rome,Italy,42.5,13
1939-05-01,12.357,Rome,Italy,42.5,13
1939-06-01,18.54,Rome,Italy,42.5,13
1939-07-01,22.367,Rome,Italy,42.5,13
1939-08-01,21.748,Rome,Italy,42.5,13
1939-09-01,17.334,Rome,Italy,42.5,13
1939-10-01,12.241,Rome,Italy,42.5,13
1939-11-01,8.82,Rome,Italy,42.5,13
1939-12-01,3.683,Rome,Italy,42.5,13
1940-01-01,0.039,Rome,Italy,42.5,13
1940-02-01,3.589,Rome,Italy,42.5,13
1940-03-01,6.767,Rome,Italy,42.5,13
1940-04-01,9.864,Rome,Italy,42.5,13
1940-05-01,14.279,Rome,Italy,42.5,13
1940-06-01,17.598,Rome,Italy,42.5,13
1940-07-01,20.583,Rome,Italy,42.5,13
1940-08-01,19.585,Rome,Italy,42.5,13
1940-09-01,17.948,Rome,Italy,42.5,13
1940-10-01,12.915,Rome,Italy,42.5,13
1940-11-01,9.216,Rome,Italy,42.5,13
1940-12-01,0.245,Rome,Italy,42.5,13
1941-01-01,2.567,Rome,Italy,42.5,13
1941-02-01,4.645,Rome,Italy,42.5,13
1941-03-01,7.274,Rome,Italy,42.5,13
1941-04-01,9.518,Rome,Italy,42.5,13
1941-05-01,12.727,Rome,Italy,42.5,13
1941-06-01,19.218,Rome,Italy,42.5,13
1941-07-01,21.914,Rome,Italy,42.5,13
1941-08-01,21.014,Rome,Italy,42.5,13
1941-09-01,15.749,Rome,Italy,42.5,13
1941-10-01,11.334,Rome,Italy,42.5,13
1941-11-01,6.306,Rome,Italy,42.5,13
1941-12-01,1.888,Rome,Italy,42.5,13
1942-01-01,-1.441,Rome,Italy,42.5,13
1942-02-01,1.913,Rome,Italy,42.5,13
1942-03-01,7.574,Rome,Italy,42.5,13
1942-04-01,10.271,Rome,Italy,42.5,13
1942-05-01,15.366,Rome,Italy,42.5,13
1942-06-01,19.747,Rome,Italy,42.5,13
1942-07-01,22.121,Rome,Italy,42.5,13
1942-08-01,21.329,Rome,Italy,42.5,13
1942-09-01,20.214,Rome,Italy,42.5,13
1942-10-01,14.665,Rome,Italy,42.5,13
1942-11-01,7.126,Rome,Italy,42.5,13
1942-12-01,5.636,Rome,Italy,42.5,13
1943-01-01,1.626,Rome,Italy,42.5,13
1943-02-01,5.965,Rome,Italy,42.5,13
1943-03-01,8.444,Rome,Italy,42.5,13
1943-04-01,11.697,Rome,Italy,42.5,13
1943-05-01,15.357,Rome,Italy,42.5,13
1943-06-01,18.673,Rome,Italy,42.5,13
1943-07-01,22.38,Rome,Italy,42.5,13
1943-08-01,23.458,Rome,Italy,42.5,13
1943-09-01,20.536,Rome,Italy,42.5,13
1943-10-01,14.515,Rome,Italy,42.5,13
1943-11-01,7.413,Rome,Italy,42.5,13
1943-12-01,5.801,Rome,Italy,42.5,13
1944-01-01,3.049,Rome,Italy,42.5,13
1944-02-01,2.725,Rome,Italy,42.5,13
1944-03-01,4.796,Rome,Italy,42.5,13
1944-04-01,11.076,Rome,Italy,42.5,13
1944-05-01,14.812,Rome,Italy,42.5,13
1944-06-01,18.882,Rome,Italy,42.5,13
1944-07-01,21.564,Rome,Italy,42.5,13
1944-08-01,22.879,Rome,Italy,42.5,13
1944-09-01,18.07,Rome,Italy,42.5,13
1944-10-01,12.084,Rome,Italy,42.5,13
1944-11-01,7.431,Rome,Italy,42.5,13
1944-12-01,3.952,Rome,Italy,42.5,13
1945-01-01,0.148,Rome,Italy,42.5,13
1945-02-01,4.34,Rome,Italy,42.5,13
1945-03-01,7.538,Rome,Italy,42.5,13
1945-04-01,11.697,Rome,Italy,42.5,13
1945-05-01,17.229,Rome,Italy,42.5,13
1945-06-01,21.489,Rome,Italy,42.5,13
1945-07-01,23.631,Rome,Italy,42.5,13
1945-08-01,22.174,Rome,Italy,42.5,13
1945-09-01,18.073,Rome,Italy,42.5,13
1945-10-01,12.089,Rome,Italy,42.5,13
1945-11-01,6.995,Rome,Italy,42.5,13
1945-12-01,4.41,Rome,Italy,42.5,13
1946-01-01,2.386,Rome,Italy,42.5,13
1946-02-01,5.186,Rome,Italy,42.5,13
1946-03-01,7.324,Rome,Italy,42.5,13
1946-04-01,11.608,Rome,Italy,42.5,13
1946-05-01,15.563,Rome,Italy,42.5,13
1946-06-01,19.328,Rome,Italy,42.5,13
1946-07-01,22.846,Rome,Italy,42.5,13
1946-08-01,22.947,Rome,Italy,42.5,13
1946-09-01,20.31,Rome,Italy,42.5,13
1946-10-01,12.159,Rome,Italy,42.5,13
1946-11-01,8.423,Rome,Italy,42.5,13
1946-12-01,2.545,Rome,Italy,42.5,13
1947-01-01,0.047,Rome,Italy,42.5,13
1947-02-01,5.063,Rome,Italy,42.5,13
1947-03-01,9.416,Rome,Italy,42.5,13
1947-04-01,11.807,Rome,Italy,42.5,13
1947-05-01,16.077,Rome,Italy,42.5,13
1947-06-01,20.619,Rome,Italy,42.5,13
1947-07-01,23.483,Rome,Italy,42.5,13
1947-08-01,23.223,Rome,Italy,42.5,13
1947-09-01,19.116,Rome,Italy,42.5,13
1947-10-01,12.564,Rome,Italy,42.5,13
1947-11-01,9.207,Rome,Italy,42.5,13
1947-12-01,3.857,Rome,Italy,42.5,13
1948-01-01,5.635,Rome,Italy,42.5,13
1948-02-01,3.772,Rome,Italy,42.5,13
1948-03-01,8.588,Rome,Italy,42.5,13
1948-04-01,11.152,Rome,Italy,42.5,13
1948-05-01,15.622,Rome,Italy,42.5,13
1948-06-01,17.919,Rome,Italy,42.5,13
1948-07-01,19.41,Rome,Italy,42.5,13
1948-08-01,21.512,Rome,Italy,42.5,13
1948-09-01,18.038,Rome,Italy,42.5,13
1948-10-01,14.335,Rome,Italy,42.5,13
1948-11-01,8.469,Rome,Italy,42.5,13
1948-12-01,3.684,Rome,Italy,42.5,13
1949-01-01,4.949,Rome,Italy,42.5,13
1949-02-01,4.668,Rome,Italy,42.5,13
1949-03-01,5.224,Rome,Italy,42.5,13
1949-04-01,12.081,Rome,Italy,42.5,13
1949-05-01,14.641,Rome,Italy,42.5,13
1949-06-01,18.337,Rome,Italy,42.5,13
1949-07-01,21.935,Rome,Italy,42.5,13
1949-08-01,21.118,Rome,Italy,42.5,13
1949-09-01,19.503,Rome,Italy,42.5,13
1949-10-01,13.986,Rome,Italy,42.5,13
1949-11-01,8.553,Rome,Italy,42.5,13
1949-12-01,5.143,Rome,Italy,42.5,13
1950-01-01,2.633,Rome,Italy,42.5,13
1950-02-01,6.046,Rome,Italy,42.5,13
1950-03-01,8.476,Rome,Italy,42.5,13
1950-04-01,10.266,Rome,Italy,42.5,13
1950-05-01,16.131,Rome,Italy,42.5,13
1950-06-01,21.049,Rome,Italy,42.5,13
1950-07-01,24.38,Rome,Italy,42.5,13
1950-08-01,22.995,Rome,Italy,42.5,13
1950-09-01,18.596,Rome,Italy,42.5,13
1950-10-01,13.199,Rome,Italy,42.5,13
1950-11-01,8.331,Rome,Italy,42.5,13
1950-12-01,4.97,Rome,Italy,42.5,13
1951-01-01,5.309,Rome,Italy,42.5,13
1951-02-01,6.673,Rome,Italy,42.5,13
1951-03-01,7.043,Rome,Italy,42.5,13
1951-04-01,10.344,Rome,Italy,42.5,13
1951-05-01,14.341,Rome,Italy,42.5,13
1951-06-01,19.179,Rome,Italy,42.5,13
1951-07-01,21.551,Rome,Italy,42.5,13
1951-08-01,22.159,Rome,Italy,42.5,13
1951-09-01,19.492,Rome,Italy,42.5,13
1951-10-01,11.643,Rome,Italy,42.5,13
1951-11-01,9.646,Rome,Italy,42.5,13
1951-12-01,4.576,Rome,Italy,42.5,13
1952-01-01,3.103,Rome,Italy,42.5,13
1952-02-01,3.348,Rome,Italy,42.5,13
1952-03-01,6.847,Rome,Italy,42.5,13
1952-04-01,12.181,Rome,Italy,42.5,13
1952-05-01,15.068,Rome,Italy,42.5,13
1952-06-01,20.789,Rome,Italy,42.5,13
1952-07-01,23.991,Rome,Italy,42.5,13
1952-08-01,23.221,Rome,Italy,42.5,13
1952-09-01,17.961,Rome,Italy,42.5,13
1952-10-01,13.209,Rome,Italy,42.5,13
1952-11-01,6.849,Rome,Italy,42.5,13
1952-12-01,4.712,Rome,Italy,42.5,13
1953-01-01,1.583,Rome,Italy,42.5,13
1953-02-01,3.16,Rome,Italy,42.5,13
1953-03-01,6.364,Rome,Italy,42.5,13
1953-04-01,11.417,Rome,Italy,42.5,13
1953-05-01,15.284,Rome,Italy,42.5,13
1953-06-01,17.654,Rome,Italy,42.5,13
1953-07-01,22.303,Rome,Italy,42.5,13
1953-08-01,20.98,Rome,Italy,42.5,13
1953-09-01,19.109,Rome,Italy,42.5,13
1953-10-01,14.24,Rome,Italy,42.5,13
1953-11-01,7.776,Rome,Italy,42.5,13
1953-12-01,6.002,Rome,Italy,42.5,13
1954-01-01,0.927,Rome,Italy,42.5,13
1954-02-01,2.479,Rome,Italy,42.5,13
1954-03-01,8.44,Rome,Italy,42.5,13
1954-04-01,9.39,Rome,Italy,42.5,13
1954-05-01,13.459,Rome,Italy,42.5,13
1954-06-01,19.828,Rome,Italy,42.5,13
1954-07-01,20.442,Rome,Italy,42.5,13
1954-08-01,20.233,Rome,Italy,42.5,13
1954-09-01,19.029,Rome,Italy,42.5,13
1954-10-01,12.353,Rome,Italy,42.5,13
1954-11-01,7.677,Rome,Italy,42.5,13
1954-12-01,5.53,Rome,Italy,42.5,13
1955-01-01,5.685,Rome,Italy,42.5,13
1955-02-01,6.342,Rome,Italy,42.5,13
1955-03-01,6.32,Rome,Italy,42.5,13
1955-04-01,9.425,Rome,Italy,42.5,13
1955-05-01,14.85,Rome,Italy,42.5,13
1955-06-01,18.783,Rome,Italy,42.5,13
1955-07-01,21.972,Rome,Italy,42.5,13
1955-08-01,20.211,Rome,Italy,42.5,13
1955-09-01,17.051,Rome,Italy,42.5,13
1955-10-01,12.08,Rome,Italy,42.5,13
1955-11-01,7.288,Rome,Italy,42.5,13
1955-12-01,6.63,Rome,Italy,42.5,13
1956-01-01,4.533,Rome,Italy,42.5,13
1956-02-01,-1.304,Rome,Italy,42.5,13
1956-03-01,5.173,Rome,Italy,42.5,13
1956-04-01,9.172,Rome,Italy,42.5,13
1956-05-01,14.678,Rome,Italy,42.5,13
1956-06-01,17.071,Rome,Italy,42.5,13
1956-07-01,21.677,Rome,Italy,42.5,13
1956-08-01,22.745,Rome,Italy,42.5,13
1956-09-01,19.063,Rome,Italy,42.5,13
1956-10-01,11.992,Rome,Italy,42.5,13
1956-11-01,6.731,Rome,Italy,42.5,13
1956-12-01,3.484,Rome,Italy,42.5,13
1957-01-01,2.818,Rome,Italy,42.5,13
1957-02-01,6.568,Rome,Italy,42.5,13
1957-03-01,7.853,Rome,Italy,42.5,13
1957-04-01,10.279,Rome,Italy,42.5,13
1957-05-01,12.802,Rome,Italy,42.5,13
1957-06-01,19.773,Rome,Italy,42.5,13
1957-07-01,21.781,Rome,Italy,42.5,13
1957-08-01,21.297,Rome,Italy,42.5,13
1957-09-01,17.436,Rome,Italy,42.5,13
1957-10-01,13.21,Rome,Italy,42.5,13
1957-11-01,9.067,Rome,Italy,42.5,13
1957-12-01,4.409,Rome,Italy,42.5,13
1958-01-01,3.438,Rome,Italy,42.5,13
1958-02-01,6.672,Rome,Italy,42.5,13
1958-03-01,4.665,Rome,Italy,42.5,13
1958-04-01,8.174,Rome,Italy,42.5,13
1958-05-01,16.238,Rome,Italy,42.5,13
1958-06-01,18.464,Rome,Italy,42.5,13
1958-07-01,21.631,Rome,Italy,42.5,13
1958-08-01,22.667,Rome,Italy,42.5,13
1958-09-01,18.477,Rome,Italy,42.5,13
1958-10-01,13.391,Rome,Italy,42.5,13
1958-11-01,9.209,Rome,Italy,42.5,13
1958-12-01,6.022,Rome,Italy,42.5,13
1959-01-01,3.302,Rome,Italy,42.5,13
1959-02-01,5.33,Rome,Italy,42.5,13
1959-03-01,9.328,Rome,Italy,42.5,13
1959-04-01,10.335,Rome,Italy,42.5,13
1959-05-01,14.17,Rome,Italy,42.5,13
1959-06-01,18.468,Rome,Italy,42.5,13
1959-07-01,22.388,Rome,Italy,42.5,13
1959-08-01,20.823,Rome,Italy,42.5,13
1959-09-01,16.945,Rome,Italy,42.5,13
1959-10-01,11.513,Rome,Italy,42.5,13
1959-11-01,8.104,Rome,Italy,42.5,13
1959-12-01,6.178,Rome,Italy,42.5,13
1960-01-01,3.638,Rome,Italy,42.5,13
1960-02-01,5.663,Rome,Italy,42.5,13
1960-03-01,7.754,Rome,Italy,42.5,13
1960-04-01,10.087,Rome,Italy,42.5,13
1960-05-01,14.682,Rome,Italy,42.5,13
1960-06-01,19.609,Rome,Italy,42.5,13
1960-07-01,20.537,Rome,Italy,42.5,13
1960-08-01,21.565,Rome,Italy,42.5,13
1960-09-01,16.798,Rome,Italy,42.5,13
1960-10-01,13.479,Rome,Italy,42.5,13
1960-11-01,9.577,Rome,Italy,42.5,13
1960-12-01,5.273,Rome,Italy,42.5,13
1961-01-01,3.3,Rome,Italy,42.5,13
1961-02-01,5.723,Rome,Italy,42.5,13
1961-03-01,8.343,Rome,Italy,42.5,13
1961-04-01,12.719,Rome,Italy,42.5,13
1961-05-01,14.441,Rome,Italy,42.5,13
1961-06-01,19.343,Rome,Italy,42.5,13
1961-07-01,21.245,Rome,Italy,42.5,13
1961-08-01,21.563,Rome,Italy,42.5,13
1961-09-01,19.604,Rome,Italy,42.5,13
1961-10-01,13.711,Rome,Italy,42.5,13
1961-11-01,8.867,Rome,Italy,42.5,13
1961-12-01,4.192,Rome,Italy,42.5,13
1962-01-01,4.577,Rome,Italy,42.5,13
1962-02-01,3.589,Rome,Italy,42.5,13
1962-03-01,5.08,Rome,Italy,42.5,13
1962-04-01,10.504,Rome,Italy,42.5,13
1962-05-01,14.171,Rome,Italy,42.5,13
1962-06-01,18.034,Rome,Italy,42.5,13
1962-07-01,21.522,Rome,Italy,42.5,13
1962-08-01,23.246,Rome,Italy,42.5,13
1962-09-01,18.825,Rome,Italy,42.5,13
1962-10-01,13.385,Rome,Italy,42.5,13
1962-11-01,7.633,Rome,Italy,42.5,13
1962-12-01,2.418,Rome,Italy,42.5,13
1963-01-01,1.106,Rome,Italy,42.5,13
1963-02-01,2.276,Rome,Italy,42.5,13
1963-03-01,6.334,Rome,Italy,42.5,13
1963-04-01,10.893,Rome,Italy,42.5,13
1963-05-01,14.57,Rome,Italy,42.5,13
1963-06-01,19.02,Rome,Italy,42.5,13
1963-07-01,22.48,Rome,Italy,42.5,13
1963-08-01,21.58,Rome,Italy,42.5,13
1963-09-01,18.131,Rome,Italy,42.5,13
1963-10-01,12.472,Rome,Italy,42.5,13
1963-11-01,11.362,Rome,Italy,42.5,13
1963-12-01,4.276,Rome,Italy,42.5,13
1964-01-01,1.894,Rome,Italy,42.5,13
1964-02-01,4.504,Rome,Italy,42.5,13
1964-03-01,7.563,Rome,Italy,42.5,13
1964-04-01,10.589,Rome,Italy,42.5,13
1964-05-01,15.414,Rome,Italy,42.5,13
1964-06-01,20.182,Rome,Italy,42.5,13
1964-07-01,21.646,Rome,Italy,42.5,13
1964-08-01,21.094,Rome,Italy,42.5,13
1964-09-01,17.485,Rome,Italy,42.5,13
1964-10-01,12.452,Rome,Italy,42.5,13
1964-11-01,8.652,Rome,Italy,42.5,13
1964-12-01,4.705,Rome,Italy,42.5,13
1965-01-01,3.788,Rome,Italy,42.5,13
1965-02-01,1.376,Rome,Italy,42.5,13
1965-03-01,7.324,Rome,Italy,42.5,13
1965-04-01,8.955,Rome,Italy,42.5,13
1965-05-01,13.932,Rome,Italy,42.5,13
1965-06-01,18.886,Rome,Italy,42.5,13
1965-07-01,22.126,Rome,Italy,42.5,13
1965-08-01,20.388,Rome,Italy,42.5,13
1965-09-01,16.749,Rome,Italy,42.5,13
1965-10-01,12.694,Rome,Italy,42.5,13
1965-11-01,9.406,Rome,Italy,42.5,13
1965-12-01,5.645,Rome,Italy,42.5,13
1966-01-01,1.712,Rome,Italy,42.5,13
1966-02-01,7.518,Rome,Italy,42.5,13
1966-03-01,6.37,Rome,Italy,42.5,13
1966-04-01,11.406,Rome,Italy,42.5,13
1966-05-01,14.655,Rome,Italy,42.5,13
1966-06-01,19.996,Rome,Italy,42.5,13
1966-07-01,20.459,Rome,Italy,42.5,13
1966-08-01,21.079,Rome,Italy,42.5,13
1966-09-01,18.576,Rome,Italy,42.5,13
1966-10-01,14.727,Rome,Italy,42.5,13
1966-11-01,6.464,Rome,Italy,42.5,13
1966-12-01,3.968,Rome,Italy,42.5,13
1967-01-01,2.128,Rome,Italy,42.5,13
1967-02-01,4.686,Rome,Italy,42.5,13
1967-03-01,8.414,Rome,Italy,42.5,13
1967-04-01,9.632,Rome,Italy,42.5,13
1967-05-01,15.069,Rome,Italy,42.5,13
1967-06-01,17.521,Rome,Italy,42.5,13
1967-07-01,22.835,Rome,Italy,42.5,13
1967-08-01,22.34,Rome,Italy,42.5,13
1967-09-01,17.967,Rome,Italy,42.5,13
1967-10-01,14.825,Rome,Italy,42.5,13
1967-11-01,9.684,Rome,Italy,42.5,13
1967-12-01,4.162,Rome,Italy,42.5,13
1968-01-01,1.492,Rome,Italy,42.5,13
1968-02-01,6.291,Rome,Italy,42.5,13
1968-03-01,7.524,Rome,Italy,42.5,13
1968-04-01,12.086,Rome,Italy,42.5,13
1968-05-01,15.539,Rome,Italy,42.5,13
1968-06-01,18.384,Rome,Italy,42.5,13
1968-07-01,21.457,Rome,Italy,42.5,13
1968-08-01,19.741,Rome,Italy,42.5,13
1968-09-01,17.374,Rome,Italy,42.5,13
1968-10-01,12.926,Rome,Italy,42.5,13
1968-11-01,8.287,Rome,Italy,42.5,13
1968-12-01,3.912,Rome,Italy,42.5,13
1969-01-01,3.394,Rome,Italy,42.5,13
1969-02-01,4.055,Rome,Italy,42.5,13
1969-03-01,7.136,Rome,Italy,42.5,13
1969-04-01,9.92,Rome,Italy,42.5,13
1969-05-01,16.513,Rome,Italy,42.5,13
1969-06-01,17.323,Rome,Italy,42.5,13
1969-07-01,20.742,Rome,Italy,42.5,13
1969-08-01,20.646,Rome,Italy,42.5,13
1969-09-01,17.822,Rome,Italy,42.5,13
1969-10-01,13.431,Rome,Italy,42.5,13
1969-11-01,9.807,Rome,Italy,42.5,13
1969-12-01,2.301,Rome,Italy,42.5,13
1970-01-01,5.105,Rome,Italy,42.5,13
1970-02-01,4.841,Rome,Italy,42.5,13
1970-03-01,6.28,Rome,Italy,42.5,13
1970-04-01,9.819,Rome,Italy,42.5,13
1970-05-01,12.928,Rome,Italy,42.5,13
1970-06-01,19.624,Rome,Italy,42.5,13
1970-07-01,21.294,Rome,Italy,42.5,13
1970-08-01,21.767,Rome,Italy,42.5,13
1970-09-01,18.983,Rome,Italy,42.5,13
1970-10-01,12.21,Rome,Italy,42.5,13
1970-11-01,9.376,Rome,Italy,42.5,13
1970-12-01,4.367,Rome,Italy,42.5,13
1971-01-01,4.258,Rome,Italy,42.5,13
1971-02-01,4.382,Rome,Italy,42.5,13
1971-03-01,4.504,Rome,Italy,42.5,13
1971-04-01,11.149,Rome,Italy,42.5,13
1971-05-01,15.501,Rome,Italy,42.5,13
1971-06-01,18.227,Rome,Italy,42.5,13
1971-07-01,21.674,Rome,Italy,42.5,13
1971-08-01,23.694,Rome,Italy,42.5,13
1971-09-01,16.284,Rome,Italy,42.5,13
1971-10-01,11.555,Rome,Italy,42.5,13
1971-11-01,7.483,Rome,Italy,42.5,13
1971-12-01,4.059,Rome,Italy,42.5,13
1972-01-01,4.116,Rome,Italy,42.5,13
1972-02-01,6.224,Rome,Italy,42.5,13
1972-03-01,9.132,Rome,Italy,42.5,13
1972-04-01,10.327,Rome,Italy,42.5,13
1972-05-01,14.248,Rome,Italy,42.5,13
1972-06-01,18.901,Rome,Italy,42.5,13
1972-07-01,21.018,Rome,Italy,42.5,13
1972-08-01,20.069,Rome,Italy,42.5,13
1972-09-01,15.371,Rome,Italy,42.5,13
1972-10-01,10.584,Rome,Italy,42.5,13
1972-11-01,8.676,Rome,Italy,42.5,13
1972-12-01,4.746,Rome,Italy,42.5,13
1973-01-01,3.661,Rome,Italy,42.5,13
1973-02-01,3.673,Rome,Italy,42.5,13
1973-03-01,5.372,Rome,Italy,42.5,13
1973-04-01,8.081,Rome,Italy,42.5,13
1973-05-01,15.569,Rome,Italy,42.5,13
1973-06-01,19.439,Rome,Italy,42.5,13
1973-07-01,21.919,Rome,Italy,42.5,13
1973-08-01,21.844,Rome,Italy,42.5,13
1973-09-01,18.999,Rome,Italy,42.5,13
1973-10-01,13.173,Rome,Italy,42.5,13
1973-11-01,7.554,Rome,Italy,42.5,13
1973-12-01,3.62,Rome,Italy,42.5,13
1974-01-01,4.647,Rome,Italy,42.5,13
1974-02-01,6.158,Rome,Italy,42.5,13
1974-03-01,7.887,Rome,Italy,42.5,13
1974-04-01,9.265,Rome,Italy,42.5,13
1974-05-01,14.012,Rome,Italy,42.5,13
1974-06-01,18.28,Rome,Italy,42.5,13
1974-07-01,21.663,Rome,Italy,42.5,13
1974-08-01,22.486,Rome,Italy,42.5,13
1974-09-01,18.155,Rome,Italy,42.5,13
1974-10-01,9.24,Rome,Italy,42.5,13
1974-11-01,7.405,Rome,Italy,42.5,13
1974-12-01,4.101,Rome,Italy,42.5,13
1975-01-01,4.305,Rome,Italy,42.5,13
1975-02-01,4.209,Rome,Italy,42.5,13
1975-03-01,7.163,Rome,Italy,42.5,13
1975-04-01,10.063,Rome,Italy,42.5,13
1975-05-01,15.008,Rome,Italy,42.5,13
1975-06-01,17.7,Rome,Italy,42.5,13
1975-07-01,22.033,Rome,Italy,42.5,13
1975-08-01,20.638,Rome,Italy,42.5,13
1975-09-01,19.522,Rome,Italy,42.5,13
1975-10-01,12.105,Rome,Italy,42.5,13
1975-11-01,7.153,Rome,Italy,42.5,13
1975-12-01,4.767,Rome,Italy,42.5,13
1976-01-01,3.165,Rome,Italy,42.5,13
1976-02-01,5.472,Rome,Italy,42.5,13
1976-03-01,5.873,Rome,Italy,42.5,13
1976-04-01,9.569,Rome,Italy,42.5,13
1976-05-01,14.775,Rome,Italy,42.5,13
1976-06-01,18.732,Rome,Italy,42.5,13
1976-07-01,21.156,Rome,Italy,42.5,13
1976-08-01,18.63,Rome,Italy,42.5,13
1976-09-01,15.825,Rome,Italy,42.5,13
1976-10-01,13.12,Rome,Italy,42.5,13
1976-11-01,7.861,Rome,Italy,42.5,13
